phase,unix_ts,elapsed_sec,connections,session_unregister_total,session_unregister_delta,disconnect_queue_size,udp_send_errors_total,udp_send_errors_delta
business,1771903255.532,53.150,128,2944,0,0,0,0
business,1771903256.533,54.150,0,3072,128,0,0,0
business,1771903257.534,55.150,128,3072,0,0,0,0
business,1771903258.534,56.151,128,3072,0,0,0,0
business,1771903259.534,57.151,128,3200,128,0,0,0
business,1771903260.534,58.151,128,3200,0,0,0,0
business,1771903261.534,59.151,128,3328,128,0,0,0
business,1771903262.535,60.152,128,3328,0,0,0,0
business,1771903263.535,61.152,128,3456,128,0,0,0
business,1771903264.535,62.152,63,3521,65,0,0,0
business,1771903265.535,63.152,128,3584,63,0,0,0
business,1771903266.535,64.152,128,3584,0,0,0,0
business,1771903267.536,65.153,128,3712,128,0,0,0
business,1771903268.536,66.153,0,3840,128,0,0,0
business,1771903269.536,67.153,128,3840,0,0,0,0
business,1771903271.483,68.153,3,3965,125,0,0,0
business,1771903272.483,69.153,128,3968,3,0,0,0
business,1771903273.483,70.153,128,3968,0,0,0,0
business,1771903274.484,71.154,128,4096,128,0,0,0
business,1771903275.484,72.154,128,4096,0,0,0,0
business,1771903276.484,73.154,128,4224,128,0,0,0
business,1771903277.485,74.155,128,4224,0,0,0,0
business,1771903278.484,75.155,128,4352,128,0,0,0
business,1771903279.484,76.155,128,4352,0,0,0,0
business,1771903280.485,77.155,128,4480,128,0,0,0
business,1771903281.486,78.156,128,4480,0,0,0,0
business,1771903282.485,79.156,128,4608,128,0,0,0
business,1771903283.486,80.156,128,4608,0,0,0,0
business,1771903284.486,81.156,128,4736,128,0,0,0
business,1771903285.487,82.156,128,4736,0,0,0,0
business,1771903286.486,83.156,128,4864,128,0,0,0
business,1771903287.487,84.157,128,4864,0,0,0,0
business,1771903288.488,85.158,128,4992,128,0,0,0
business,1771903289.487,86.158,128,4992,0,0,0,0
business,1771903290.488,87.158,128,5120,128,0,0,0
business,1771903291.488,88.158,126,5122,2,0,0,0
business,1771903292.489,89.159,128,5248,126,0,0,0
business,1771903293.489,90.159,128,5248,0,0,0,0
business,1771903294.488,91.159,128,5376,128,0,0,0
business,1771903295.488,92.159,49,5456,80,0,0,0
business,1771903296.509,93.159,128,5504,48,0,0,0
business,1771903297.490,94.160,128,5504,0,0,0,0
business,1771903298.515,95.169,128,5632,128,0,0,0
business,1771903299.499,96.170,128,5632,0,0,0,0
business,1771903300.536,97.175,128,5760,128,0,0,0
business,1771903301.505,98.175,128,5760,0,0,0,0
business,1771903302.566,99.179,126,5888,128,0,0,0
business,1771903303.509,100.179,128,5888,0,0,0,0
business,1771903305.506,101.179,0,6016,128,0,0,0
business,1771903306.505,102.180,128,6016,0,0,0,0
business,1771903307.505,103.180,3,6141,125,0,0,0
business,1771903308.507,104.180,128,6144,3,0,0,0
business,1771903309.506,105.180,128,6144,0,0,0,0
business,1771903310.508,106.181,128,6272,128,0,0,0
business,1771903311.506,107.181,99,6301,29,0,0,0
business,1771903312.509,108.182,128,6400,99,0,0,0
business,1771903313.508,109.182,0,6528,128,0,0,0
business,1771903314.509,110.182,128,6528,0,0,0,0
business,1771903315.508,111.182,0,6656,128,0,0,0
business,1771903316.508,112.182,128,6656,0,0,0,0
business,1771903317.508,113.182,0,6784,128,0,0,0
business,1771903318.508,114.182,128,6784,0,0,0,0
business,1771903319.509,115.183,0,6912,128,0,0,0
business,1771903320.508,116.183,128,6912,0,0,0,0
business,1771903321.509,117.183,128,6912,0,0,0,0
business,1771903322.520,118.183,128,7040,128,0,0,0
business,1771903323.510,119.183,128,7040,0,0,0,0
business,1771903324.547,120.187,128,7168,128,0,0,0
business,1771903325.514,121.188,128,7168,0,0,0,0
business,1771903326.516,122.188,128,7296,128,0,0,0
business,1771903327.515,123.188,128,7296,0,0,0,0
business,1771903328.515,124.189,128,7424,128,0,0,0
business,1771903329.535,125.189,128,7424,0,0,0,0
business,1771903330.516,126.189,128,7552,128,0,0,0
business,1771903331.516,127.189,128,7552,0,0,0,0
business,1771903332.517,128.190,128,7680,128,0,0,0
business,1771903333.517,129.190,128,7680,0,0,0,0
business,1771903334.518,130.191,128,7808,128,0,0,0
business,1771903335.517,131.191,128,7808,0,0,0,0
business,1771903336.517,132.191,128,7936,128,0,0,0
business,1771903338.278,133.191,128,7936,0,0,0,0
business,1771903339.278,134.192,128,8064,128,0,0,0
business,1771903340.278,135.192,128,8064,0,0,0,0
business,1771903341.279,136.192,128,8192,128,0,0,0
business,1771903342.279,137.192,128,8192,0,0,0,0
business,1771903343.278,138.192,128,8320,128,0,0,0
business,1771903344.278,139.192,79,8369,49,0,0,0
business,1771903345.279,140.193,128,8448,79,0,0,0
business,1771903346.279,141.193,3,8573,125,0,0,0
business,1771903347.280,142.193,128,8576,3,0,0,0
business,1771903348.279,143.193,66,8638,62,0,0,0
business,1771903349.280,144.193,128,8704,66,0,0,0
business,1771903350.280,145.193,0,8832,128,0,0,0
business,1771903351.280,146.194,128,8832,0,0,0,0
business,1771903352.280,147.194,0,8960,128,0,0,0
business,1771903353.280,148.194,128,8960,0,0,0,0
business,1771903354.281,149.194,0,9088,128,0,0,0
business,1771903355.281,150.195,128,9088,0,0,0,0
business,1771903356.281,151.195,3,9213,125,0,0,0
business,1771903357.281,152.195,128,9216,3,0,0,0
business,1771903358.281,153.195,0,9344,128,0,0,0
business,1771903359.282,154.196,128,9344,0,0,0,0
business,1771903360.282,155.196,0,9472,128,0,0,0
business,1771903361.283,156.196,128,9472,0,0,0,0
business,1771903362.283,157.196,0,9600,128,0,0,0
business,1771903363.283,158.197,128,9600,0,0,0,0
business,1771903364.283,159.197,0,9728,128,0,0,0
business,1771903365.284,160.197,128,9728,0,0,0,0
business,1771903366.284,161.197,0,9856,128,0,0,0
business,1771903367.284,162.197,128,9856,0,0,0,0
business,1771903368.284,163.198,0,9984,128,0,0,0
business,1771903369.284,164.198,128,9984,0,0,0,0
business,1771903370.284,165.198,0,10112,128,0,0,0
business,1771903372.099,166.198,128,10112,0,0,0,0
business,1771903373.099,167.198,3,10237,125,0,0,0
business,1771903374.099,168.199,128,10240,3,0,0,0
business,1771903375.098,169.199,63,10305,65,0,0,0
business,1771903376.099,170.199,128,10368,63,0,0,0
business,1771903377.099,171.199,128,10368,0,0,0,0
business,1771903378.099,172.199,128,10496,128,0,0,0
business,1771903379.101,173.200,128,10496,0,0,0,0
business,1771903380.099,174.200,128,10624,128,0,0,0
business,1771903381.101,175.200,128,10624,0,0,0,0
business,1771903382.101,176.201,128,10752,128,0,0,0
business,1771903383.102,177.201,128,10752,0,0,0,0
business,1771903384.102,178.202,128,10880,128,0,0,0
business,1771903385.102,179.202,128,10880,0,0,0,0
udp_inject,1771903386.115,180.216,16,11136,256,0,0,0
udp_inject,1771903387.126,181.217,16,11136,0,0,0,0
udp_inject,1771903388.128,182.219,16,11136,0,0,0,0
udp_inject,1771903389.140,183.222,16,11136,0,0,0,0
udp_inject,1771903390.127,184.223,16,11136,0,0,0,0
udp_inject,1771903391.135,185.224,16,11136,0,0,0,0
udp_inject,1771903392.131,186.224,16,11136,0,0,0,0
udp_inject,1771903393.130,187.224,16,11136,0,0,0,0
udp_inject,1771903394.138,188.225,16,11136,0,0,0,0
udp_inject,1771903395.130,189.227,16,11136,0,0,0,0
udp_inject,1771903396.131,190.227,16,11136,0,0,0,0
udp_inject,1771903397.135,191.229,16,11136,0,0,0,0
udp_inject,1771903398.139,192.233,16,11136,0,0,0,0
udp_inject,1771903399.143,193.234,16,11136,0,0,0,0
udp_inject,1771903400.140,194.235,16,11136,0,0,0,0
udp_inject,1771903401.145,195.235,16,11136,0,0,0,0
udp_inject,1771903402.145,196.236,16,11136,0,0,0,0
udp_inject,1771903403.147,197.236,16,11136,0,0,0,0
udp_inject,1771903405.000,198.236,16,11136,0,0,0,0
udp_inject,1771903405.999,199.237,16,11136,0,0,0,0
udp_inject,1771903407.002,200.237,16,11136,0,0,0,0
udp_inject,1771903408.001,201.237,16,11136,0,0,0,0
udp_inject,1771903408.993,202.237,16,11136,0,0,0,0
udp_inject,1771903409.997,203.238,16,11136,0,0,0,0
udp_inject,1771903410.998,204.238,16,11136,0,0,0,0
udp_inject,1771903411.996,205.241,16,11136,0,0,0,0
udp_inject,1771903413.003,206.242,16,11136,0,0,0,0
udp_inject,1771903414.003,207.245,16,11136,0,0,0,0
udp_inject,1771903415.009,208.246,16,11136,0,0,0,0
udp_inject,1771903416.003,209.246,16,11136,0,0,0,0
udp_inject,1771903417.013,210.248,16,11136,0,0,0,0
udp_inject,1771903418.010,211.248,0,11168,32,0,0,0
udp_inject,1771903419.012,212.249,0,11168,0,0,0,0
udp_inject,1771903420.015,213.251,0,11168,0,0,0,0
udp_inject,1771903421.013,214.251,0,11168,0,0,0,0
udp_inject,1771903422.012,215.251,0,11168,0,0,0,0
udp_inject,1771903423.013,216.253,0,11168,0,0,0,0
udp_inject,1771903424.018,217.253,0,11168,0,0,0,0
udp_inject,1771903425.011,218.253,0,11168,0,0,0,0
udp_inject,1771903426.025,219.254,0,11168,0,0,0,0
udp_inject,1771903427.018,220.256,0,11168,0,0,0,0
udp_inject,1771903428.018,221.260,0,11168,0,0,0,0
udp_inject,1771903429.020,222.262,0,11168,0,0,0,0
udp_inject,1771903430.026,223.266,0,11168,0,0,0,0
udp_inject,1771903431.026,224.266,0,11168,0,0,0,0
udp_inject,1771903432.022,225.267,0,11168,0,0,0,0
udp_inject,1771903433.024,226.268,0,11168,0,0,0,0
udp_inject,1771903434.024,227.268,0,11168,0,0,0,0
udp_inject,1771903435.024,228.271,0,11168,0,0,0,0
udp_inject,1771903436.032,229.271,0,11168,0,0,0,0
udp_inject,1771903437.033,230.272,0,11168,0,0,0,0
udp_inject,1771903438.894,231.273,0,11168,0,0,0,0
udp_inject,1771903439.897,232.275,0,11168,0,0,0,0
udp_inject,1771903440.898,233.275,0,11168,0,0,0,0
udp_inject,1771903441.898,234.275,0,11168,0,0,0,0
udp_inject,1771903442.894,235.275,0,11168,0,0,0,0
udp_inject,1771903443.900,236.275,0,11168,0,0,0,0
udp_inject,1771903444.898,237.276,0,11168,0,0,0,0
udp_inject,1771903445.906,238.277,0,11168,0,0,0,0
udp_inject,1771903446.907,239.277,0,11168,0,0,0,0
